index,name,type1,type2,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation,Smogon_VGC_Usage_2022,Smogon_VGC_Usage_2023,Smogon_VGC_Usage_2024,Worlds_VGC_Usage_2022,Worlds_VGC_Usage_2023,Worlds_VGC_Usage_2024
745,lycanroc-dusk,rock,No_type,tough-claws,No_ability,None,75,117,65,55,65,110,487,FALSE,FALSE,generation-vii,0.00451,0.01247,0.00203,0,0,0
746,wishiwashi-solo,water,No_type,schooling,No_ability,None,45,20,20,25,25,40,175,FALSE,FALSE,generation-vii,0,0,0,0,0,0
746,wishiwashi,water,No_type,schooling,No_ability,None,45,140,130,140,135,30,620,FALSE,FALSE,generation-vii,0,0,0,0,0,0
747,mareanie,poison,water,merciless,limber,regenerator,50,53,62,43,52,45,305,FALSE,FALSE,generation-vii,0,0,0,0,0,0
748,toxapex,poison,water,merciless,limber,regenerator,50,63,152,53,142,35,495,FALSE,FALSE,generation-vii,0.05404,0.39142,0.05043,0.08,0,0
749,mudbray,ground,No_type,own-tempo,stamina,inner-focus,70,100,70,45,55,45,385,FALSE,FALSE,generation-vii,0,0,0,0,0,0
750,mudsdale,ground,No_type,own-tempo,stamina,inner-focus,100,125,100,55,85,35,500,FALSE,FALSE,generation-vii,0.10411,0.37355,0.0961,0,0,0
751,dewpider,water,bug,water-bubble,No_ability,water-absorb,38,40,52,40,72,27,269,FALSE,FALSE,generation-vii,0,0,0,0,0,0
752,araquanid,water,bug,water-bubble,No_ability,water-absorb,68,70,92,50,132,42,454,FALSE,FALSE,generation-vii,0.68469,0,NA,0.37,0,0.07
752,araquanid-totem,water,bug,water-bubble,No_ability,water-absorb,68,70,92,50,132,42,454,FALSE,FALSE,generation-vii,0,0,0,0,0,0
753,fomantis,grass,No_type,leaf-guard,No_ability,contrary,40,55,35,50,35,35,250,FALSE,FALSE,generation-vii,0,0,0,0,0,0
754,lurantis,grass,No_type,leaf-guard,No_ability,contrary,70,105,90,80,90,45,480,FALSE,FALSE,generation-vii,0.02872,0,0.07707,0,0.11,0.05
754,lurantis-totem,grass,No_type,leaf-guard,No_ability,contrary,70,105,90,80,90,45,480,FALSE,FALSE,generation-vii,0,0,0,0,0,0
755,morelull,grass,fairy,illuminate,effect-spore,rain-dish,40,35,55,65,75,15,285,FALSE,FALSE,generation-vii,0,0,0,0,0,0
756,shiinotic,grass,fairy,illuminate,effect-spore,rain-dish,60,45,80,90,100,30,405,FALSE,FALSE,generation-vii,0.00096,0,0,0,0,0
757,salandit,poison,fire,corrosion,No_ability,oblivious,48,44,40,71,40,77,320,FALSE,FALSE,generation-vii,0,0,0,0,0,0
758,salazzle,poison,fire,corrosion,No_ability,oblivious,68,64,60,111,60,117,480,FALSE,FALSE,generation-vii,0.02481,0.13971,0.01875,0,0,0.04
758,salazzle-totem,poison,fire,corrosion,No_ability,oblivious,68,64,60,111,60,117,480,FALSE,FALSE,generation-vii,0,0,0,0,0,0
759,stufful,normal,fighting,fluffy,klutz,cute-charm,70,75,50,45,50,50,340,FALSE,FALSE,generation-vii,0,0,0,0,0,0
760,bewear,normal,fighting,fluffy,klutz,unnerve,120,125,80,55,60,60,500,FALSE,FALSE,generation-vii,0.00015,0,0,0,0,0
761,bounsweet,grass,No_type,leaf-guard,oblivious,sweet-veil,42,30,38,30,38,32,210,FALSE,FALSE,generation-vii,0,0,0,0,0,0
762,steenee,grass,No_type,leaf-guard,oblivious,sweet-veil,52,40,48,40,48,62,290,FALSE,FALSE,generation-vii,0,0,0,0,0,0
763,tsareena,grass,No_type,leaf-guard,queenly-majesty,sweet-veil,72,120,98,50,98,72,510,FALSE,FALSE,generation-vii,NA,0.21533,0.45484,0.1,0.07,0.22
764,comfey,fairy,No_type,flower-veil,triage,natural-cure,51,52,90,82,110,100,485,FALSE,FALSE,generation-vii,0.95397,0,0.79791,0.31,0,0.13
765,oranguru,normal,psychic,inner-focus,telepathy,symbiosis,90,60,80,90,110,60,490,FALSE,FALSE,generation-vii,0.20782,0.95465,0.51978,0,0.73,0.16
766,passimian,fighting,No_type,receiver,No_ability,defiant,100,120,90,40,60,80,490,FALSE,FALSE,generation-vii,0.00113,0,0.00132,0,0,0
767,wimpod,bug,water,wimp-out,No_ability,None,25,35,40,20,30,80,230,FALSE,FALSE,generation-vii,0,0,0,0,0,0
768,golisopod,bug,water,emergency-exit,No_ability,None,75,125,140,60,90,40,530,FALSE,FALSE,generation-vii,0.00392,0,0,0.12,0,0
769,sandygast,ghost,ground,water-compaction,No_ability,sand-veil,55,55,80,70,45,15,320,FALSE,FALSE,generation-vii,0,0,0,0,0,0
770,palossand,ghost,ground,water-compaction,No_ability,sand-veil,85,75,110,100,75,35,480,FALSE,FALSE,generation-vii,0.002,0.01431,0.01501,0,0,0
771,pyukumuku,water,No_type,innards-out,No_ability,unaware,55,60,130,30,130,5,410,FALSE,FALSE,generation-vii,0.00063,0,0,0.06,0,0
772,type-null,normal,No_type,battle-armor,No_ability,None,95,95,95,95,95,59,534,FALSE,FALSE,generation-vii,0,0,0,0,0,0
773,silvally,normal,No_type,rks-system,No_ability,None,95,95,95,95,95,95,570,TRUE,FALSE,generation-vii,0,0,0,0,0,0
774,minior,rock,flying,shields-down,No_ability,None,60,60,100,60,100,60,440,FALSE,FALSE,generation-vii,0,0,0.01911,0,0,0
774,minior-orange-meteor,rock,flying,shields-down,No_ability,None,60,60,100,60,100,60,440,FALSE,FALSE,generation-vii,0,0,0,0,0,0
774,minior-yellow-meteor,rock,flying,shields-down,No_ability,None,60,60,100,60,100,60,440,FALSE,FALSE,generation-vii,0,0,0,0,0,0
774,minior-green-meteor,rock,flying,shields-down,No_ability,None,60,60,100,60,100,60,440,FALSE,FALSE,generation-vii,0,0,0,0,0,0
774,minior-blue-meteor,rock,flying,shields-down,No_ability,None,60,60,100,60,100,60,440,FALSE,FALSE,generation-vii,0,0,0,0,0,0
774,minior-indigo-meteor,rock,flying,shields-down,No_ability,None,60,60,100,60,100,60,440,FALSE,FALSE,generation-vii,0,0,0,0,0,0
774,minior-violet-meteor,rock,flying,shields-down,No_ability,None,60,60,100,60,100,60,440,FALSE,FALSE,generation-vii,0,0,0,0,0,0
774,minior-red,rock,flying,shields-down,No_ability,None,60,100,60,100,60,120,500,FALSE,FALSE,generation-vii,0,0,0,0,0,0
774,minior-orange,rock,flying,shields-down,No_ability,None,60,100,60,100,60,120,500,FALSE,FALSE,generation-vii,0,0,0,0,0,0
774,minior-yellow,rock,flying,shields-down,No_ability,None,60,100,60,100,60,120,500,FALSE,FALSE,generation-vii,0,0,0,0,0,0
774,minior-green,rock,flying,shields-down,No_ability,None,60,100,60,100,60,120,500,FALSE,FALSE,generation-vii,0,0,0,0,0,0
774,minior-blue,rock,flying,shields-down,No_ability,None,60,100,60,100,60,120,500,FALSE,FALSE,generation-vii,0,0,0,0,0,0
774,minior-indigo,rock,flying,shields-down,No_ability,None,60,100,60,100,60,120,500,FALSE,FALSE,generation-vii,0,0,0,0,0,0
774,minior-violet,rock,flying,shields-down,No_ability,None,60,100,60,100,60,120,500,FALSE,FALSE,generation-vii,0,0,0,0,0,0
775,komala,normal,No_type,comatose,No_ability,None,65,115,65,75,95,65,480,FALSE,FALSE,generation-vii,0,0.00073,0,0,0,0
776,turtonator,fire,dragon,shell-armor,No_ability,None,60,78,135,91,85,36,485,FALSE,FALSE,generation-vii,0.03085,0,0,0.06,0,0
777,togedemaru,electric,steel,iron-barbs,lightning-rod,sturdy,65,98,63,40,73,96,435,FALSE,FALSE,generation-vii,0.19747,0,0,0,0,0
777,togedemaru-totem,electric,steel,iron-barbs,lightning-rod,sturdy,65,98,63,40,73,96,435,FALSE,FALSE,generation-vii,0,0,0,0,0,0
778,mimikyu,ghost,fairy,disguise,No_ability,None,55,90,80,50,105,96,476,FALSE,FALSE,generation-vii,NA,NA,0.14732,2.7,0,0.45
778,mimikyu-busted,ghost,fairy,disguise,No_ability,None,55,90,80,50,105,96,476,FALSE,FALSE,generation-vii,0,0,0,0,0,0
778,mimikyu-totem-disguised,ghost,fairy,disguise,No_ability,None,55,90,80,50,105,96,476,FALSE,FALSE,generation-vii,0,0,0,0,0,0
778,mimikyu-totem-busted,ghost,fairy,disguise,No_ability,None,55,90,80,50,105,96,476,FALSE,FALSE,generation-vii,0,0,0,0,0,0
779,bruxish,water,psychic,dazzling,strong-jaw,wonder-skin,68,105,70,70,70,92,475,FALSE,FALSE,generation-vii,0,0.12585,0.25373,0,0.37,0.04
780,drampa,normal,dragon,berserk,sap-sipper,cloud-nine,78,60,85,135,91,36,485,FALSE,FALSE,generation-vii,0.00596,0,0,0.06,0,0
781,dhelmise,ghost,grass,steelworker,No_ability,None,70,131,100,86,90,40,517,FALSE,FALSE,generation-vii,0.01815,0,0,0,0,0
782,jangmo-o,dragon,No_type,bulletproof,soundproof,overcoat,45,55,65,45,45,45,300,FALSE,FALSE,generation-vii,0,0,0,0,0,0
783,hakamo-o,dragon,fighting,bulletproof,soundproof,overcoat,55,75,90,65,70,65,420,FALSE,FALSE,generation-vii,0,0,0,0,0,0
784,kommo-o,dragon,fighting,bulletproof,soundproof,overcoat,75,110,125,100,105,85,600,FALSE,FALSE,generation-vii,0.00324,NA,0.60637,0,2.13,2.88
784,kommo-o-totem,dragon,fighting,bulletproof,soundproof,overcoat,75,110,125,100,105,85,600,FALSE,FALSE,generation-vii,0,0,0,0,0,0
785,tapu-koko,electric,fairy,electric-surge,No_ability,telepathy,70,115,85,95,75,130,570,TRUE,FALSE,generation-vii,0.84391,0,0,0.35,0,0
786,tapu-lele,psychic,fairy,psychic-surge,No_ability,telepathy,70,85,75,130,115,95,570,TRUE,FALSE,generation-vii,NA,0,0,0.04,0,0
787,tapu-bulu,grass,fairy,grassy-surge,No_ability,telepathy,70,130,115,85,95,75,570,TRUE,FALSE,generation-vii,0,0,0,0,0,0
788,tapu-fini,water,fairy,misty-surge,No_ability,telepathy,70,75,115,95,130,85,570,TRUE,FALSE,generation-vii,NA,0,0,7.13,0,0
789,cosmog,psychic,No_type,unaware,No_ability,None,43,29,31,29,31,37,200,TRUE,FALSE,generation-vii,0,0,1.00E-05,0,0,0
790,cosmoem,psychic,No_type,sturdy,No_ability,None,43,29,131,29,131,37,400,TRUE,FALSE,generation-vii,0,0,0.00043,0,0,0
791,solgaleo,psychic,steel,full-metal-body,No_ability,None,137,137,107,113,89,97,680,TRUE,FALSE,generation-vii,NA,0,0.1295,4.36,0,0
792,lunala,psychic,ghost,shadow-shield,No_ability,None,137,113,89,137,107,97,680,TRUE,FALSE,generation-vii,NA,0,NA,8.42,0,0
793,nihilego,rock,poison,beast-boost,No_ability,None,109,53,47,127,131,103,570,FALSE,FALSE,generation-vii,0.06592,0,0,0.19,0,0
794,buzzwole,bug,fighting,beast-boost,No_ability,None,107,139,139,53,53,79,570,FALSE,FALSE,generation-vii,0.01071,0,0,0,0,0
795,pheromosa,bug,fighting,beast-boost,No_ability,None,71,137,37,137,37,151,570,FALSE,FALSE,generation-vii,0.6098,0,0,0,0,0
796,xurkitree,electric,No_type,beast-boost,No_ability,None,83,89,71,173,71,83,570,FALSE,FALSE,generation-vii,0.00558,0,0,0,0,0
797,celesteela,steel,flying,beast-boost,No_ability,None,97,101,103,107,101,61,570,FALSE,FALSE,generation-vii,0.76855,0,0,0.68,0,0
798,kartana,grass,steel,beast-boost,No_ability,None,59,181,131,59,31,109,570,FALSE,FALSE,generation-vii,NA,0,0,9.25,0,0
799,guzzlord,dark,dragon,beast-boost,No_ability,None,223,101,53,97,53,43,570,FALSE,FALSE,generation-vii,0.0035,0,0,0,0,0
800,necrozma,psychic,No_type,prism-armor,No_ability,None,97,107,101,127,89,79,600,TRUE,FALSE,generation-vii,0,0,0.00054,0,0,0
800,necrozma-dusk-mane,psychic,steel,prism-armor,No_ability,None,97,157,127,113,109,77,680,TRUE,FALSE,generation-vii,NA,0,0.1819,0.14,0,0
800,necrozma-dawn-wings,psychic,ghost,prism-armor,No_ability,None,97,113,109,157,127,77,680,TRUE,FALSE,generation-vii,0.09109,0,0.38148,0,0,0
800,necrozma-ultra,psychic,dragon,neuroforce,No_ability,None,97,167,97,167,97,129,754,TRUE,FALSE,generation-vii,0,0,0,0,0,0
801,magearna,steel,fairy,soul-heart,No_ability,None,80,95,115,130,115,65,600,FALSE,TRUE,generation-vii,0,0,0,0,0,0
801,magearna-original,steel,fairy,soul-heart,No_ability,None,80,95,115,130,115,65,600,FALSE,TRUE,generation-vii,0,0,0,0,0,0
802,marshadow,fighting,ghost,technician,No_ability,None,90,125,80,90,90,125,600,FALSE,TRUE,generation-vii,0,0,0,0,0,0
803,poipole,poison,No_type,beast-boost,No_ability,None,67,73,67,73,67,73,420,FALSE,FALSE,generation-vii,0,0,0,0,0,0
804,naganadel,poison,dragon,beast-boost,No_ability,None,73,73,73,127,73,121,540,FALSE,FALSE,generation-vii,0.03672,0,0,0,0,0
805,stakataka,rock,steel,beast-boost,No_ability,None,61,131,211,53,101,13,570,FALSE,FALSE,generation-vii,0.86669,0,0,0.08,0,0
806,blacephalon,fire,ghost,beast-boost,No_ability,None,53,127,53,151,79,107,570,FALSE,FALSE,generation-vii,0.02514,0,0,0.04,0,0
807,zeraora,electric,No_type,volt-absorb,No_ability,None,88,112,75,102,80,143,600,FALSE,TRUE,generation-vii,0,0,0,0,0,0
808,meltan,steel,No_type,magnet-pull,No_ability,None,46,65,65,55,35,34,300,FALSE,TRUE,generation-vii,0,0,0,0,0,0
809,melmetal,steel,No_type,iron-fist,No_ability,None,135,143,143,80,65,34,600,FALSE,TRUE,generation-vii,0,0,0,0,0,0
809,melmetal-gmax,steel,No_type,iron-fist,No_ability,None,135,143,143,80,65,34,600,FALSE,TRUE,generation-vii,0,0,0,0,0,0
810,grookey,grass,No_type,overgrow,No_ability,grassy-surge,50,65,50,40,40,65,310,FALSE,FALSE,generation-viii,0,0,0,0,0,0
811,thwackey,grass,No_type,overgrow,No_ability,grassy-surge,70,85,70,55,60,80,420,FALSE,FALSE,generation-viii,0,0,0,0,0,0
812,rillaboom,grass,No_type,overgrow,No_ability,grassy-surge,100,125,90,60,70,85,530,FALSE,FALSE,generation-viii,NA,NA,NA,27.5,27.59,29.72
812,rillaboom-gmax,grass,No_type,overgrow,No_ability,grassy-surge,100,125,90,60,70,85,530,FALSE,FALSE,generation-viii,0,0,0,0,0,0
813,scorbunny,fire,No_type,blaze,No_ability,libero,50,71,40,40,40,69,310,FALSE,FALSE,generation-viii,0,0,0,0,0,0
814,raboot,fire,No_type,blaze,No_ability,libero,65,86,60,55,60,94,420,FALSE,FALSE,generation-viii,0,0,0,0,0,0
815,cinderace,fire,No_type,blaze,No_ability,libero,80,116,75,65,75,119,530,FALSE,FALSE,generation-viii,NA,0.07588,0.00751,0.14,0,0.05
815,cinderace-gmax,fire,No_type,blaze,No_ability,libero,80,116,75,65,75,119,530,FALSE,FALSE,generation-viii,0,0,0,0,0,0
816,sobble,water,No_type,torrent,No_ability,sniper,50,40,40,70,40,70,310,FALSE,FALSE,generation-viii,0,0,0,0,0,0
817,drizzile,water,No_type,torrent,No_ability,sniper,65,60,55,95,55,90,420,FALSE,FALSE,generation-viii,0,0,0,0,0,0
818,inteleon,water,No_type,torrent,No_ability,sniper,70,85,65,125,65,120,530,FALSE,FALSE,generation-viii,0.02842,0.03641,0.0124,0,0,0.04
818,inteleon-gmax,water,No_type,torrent,No_ability,sniper,70,85,65,125,65,120,530,FALSE,FALSE,generation-viii,0,0,0,0,0,0
819,skwovet,normal,No_type,cheek-pouch,No_ability,gluttony,70,55,55,35,35,25,275,FALSE,FALSE,generation-viii,0,0,0,0,0,0
820,greedent,normal,No_type,cheek-pouch,No_ability,gluttony,120,95,95,55,75,20,460,FALSE,FALSE,generation-viii,0.08851,0.00042,0.00123,0.04,0,0
821,rookidee,flying,No_type,keen-eye,unnerve,big-pecks,38,47,35,33,35,57,245,FALSE,FALSE,generation-viii,0,0,0,0,0,0
822,corvisquire,flying,No_type,keen-eye,unnerve,big-pecks,68,67,55,43,55,77,365,FALSE,FALSE,generation-viii,0,0,0,0,0,0
823,corviknight,flying,steel,pressure,unnerve,mirror-armor,98,87,105,53,85,67,495,FALSE,FALSE,generation-viii,0.03858,NA,0.95373,0,0,2.43
823,corviknight-gmax,flying,steel,pressure,unnerve,mirror-armor,98,87,105,53,85,67,495,FALSE,FALSE,generation-viii,0,0,0,0,0,0
824,blipbug,bug,No_type,swarm,compound-eyes,telepathy,25,20,20,25,45,45,180,FALSE,FALSE,generation-viii,0,0,0,0,0,0
825,dottler,bug,psychic,swarm,compound-eyes,telepathy,50,35,80,50,90,30,335,FALSE,FALSE,generation-viii,0,0,0,0,0,0
826,orbeetle,bug,psychic,swarm,frisk,telepathy,60,45,110,80,120,90,505,FALSE,FALSE,generation-viii,0,0,0,0,0,0
826,orbeetle-gmax,bug,psychic,swarm,frisk,telepathy,60,45,110,80,120,90,505,FALSE,FALSE,generation-viii,0,0,0,0,0,0
827,nickit,dark,No_type,run-away,unburden,stakeout,40,28,28,47,52,50,245,FALSE,FALSE,generation-viii,0,0,0,0,0,0
828,thievul,dark,No_type,run-away,unburden,stakeout,70,58,58,87,92,90,455,FALSE,FALSE,generation-viii,0,0,0,0,0,0
829,gossifleur,grass,No_type,cotton-down,regenerator,effect-spore,40,40,60,40,60,10,250,FALSE,FALSE,generation-viii,0,0,0,0,0,0
830,eldegoss,grass,No_type,cotton-down,regenerator,effect-spore,60,50,90,80,120,60,460,FALSE,FALSE,generation-viii,0.00981,0,0,0.17,0,0
831,wooloo,normal,No_type,fluffy,run-away,bulletproof,42,40,55,40,45,48,270,FALSE,FALSE,generation-viii,0,0,0,0,0,0
832,dubwool,normal,No_type,fluffy,steadfast,bulletproof,72,80,100,60,90,88,490,FALSE,FALSE,generation-viii,0,0,0,0.04,0,0
833,chewtle,water,No_type,strong-jaw,shell-armor,swift-swim,50,64,50,38,38,44,284,FALSE,FALSE,generation-viii,0,0,0,0,0,0
834,drednaw,water,rock,strong-jaw,shell-armor,swift-swim,90,115,90,48,68,74,485,FALSE,FALSE,generation-viii,0.03444,0.71084,0.00898,0,0,0
834,drednaw-gmax,water,rock,strong-jaw,shell-armor,swift-swim,90,115,90,48,68,74,485,FALSE,FALSE,generation-viii,0,0,0,0,0,0
835,yamper,electric,No_type,ball-fetch,No_ability,rattled,59,45,50,40,50,26,270,FALSE,FALSE,generation-viii,0,0,0,0,0,0
836,boltund,electric,No_type,strong-jaw,No_ability,competitive,69,90,60,90,60,121,490,FALSE,FALSE,generation-viii,0.00596,0,0,0,0,0
837,rolycoly,rock,No_type,steam-engine,heatproof,flash-fire,30,40,50,40,50,30,240,FALSE,FALSE,generation-viii,0,0,0,0,0,0
838,carkol,rock,fire,steam-engine,flame-body,flash-fire,80,60,90,60,70,50,410,FALSE,FALSE,generation-viii,0,0,0,0,0,0
839,coalossal,rock,fire,steam-engine,flame-body,flash-fire,110,80,120,80,90,30,510,FALSE,FALSE,generation-viii,NA,0.2083,0.05464,0.95,0,0
839,coalossal-gmax,rock,fire,steam-engine,flame-body,flash-fire,110,80,120,80,90,30,510,FALSE,FALSE,generation-viii,0,0,0,0,0,0
840,applin,grass,dragon,ripen,gluttony,bulletproof,40,40,80,40,40,20,260,FALSE,FALSE,generation-viii,0,0,0,0,0,0
841,flapple,grass,dragon,ripen,gluttony,hustle,70,110,80,95,60,70,485,FALSE,FALSE,generation-viii,0.00154,0.01783,0.00049,0,0,0
841,flapple-gmax,grass,dragon,ripen,gluttony,hustle,70,110,80,95,60,70,485,FALSE,FALSE,generation-viii,0,0,0,0,0,0
842,appletun,grass,dragon,ripen,gluttony,thick-fat,110,85,80,100,80,30,485,FALSE,FALSE,generation-viii,0.01058,0.02521,0.00131,0,0.09,0
842,appletun-gmax,grass,dragon,ripen,gluttony,thick-fat,110,85,80,100,80,30,485,FALSE,FALSE,generation-viii,0,0,0,0,0,0
843,silicobra,ground,No_type,sand-spit,shed-skin,sand-veil,52,57,75,35,50,46,315,FALSE,FALSE,generation-viii,0,0,0,0,0,0
844,sandaconda,ground,No_type,sand-spit,shed-skin,sand-veil,72,107,125,65,70,71,510,FALSE,FALSE,generation-viii,0.00074,0.01599,0.00275,0,0,0
844,sandaconda-gmax,ground,No_type,sand-spit,shed-skin,sand-veil,72,107,125,65,70,71,510,FALSE,FALSE,generation-viii,0,0,0,0,0,0
845,cramorant,flying,water,gulp-missile,No_ability,None,70,85,55,85,95,85,475,FALSE,FALSE,generation-viii,0.00025,0.01964,0.07541,0,0,0
845,cramorant-gulping,flying,water,gulp-missile,No_ability,None,70,85,55,85,95,85,475,FALSE,FALSE,generation-viii,0,0,0,0,0,0
845,cramorant-gorging,flying,water,gulp-missile,No_ability,None,70,85,55,85,95,85,475,FALSE,FALSE,generation-viii,0,0,0,0,0,0
846,arrokuda,water,No_type,swift-swim,No_ability,propeller-tail,41,63,40,40,30,66,280,FALSE,FALSE,generation-viii,0,0,0,0,0,0
847,barraskewda,water,No_type,swift-swim,No_ability,propeller-tail,61,123,60,60,50,136,490,FALSE,FALSE,generation-viii,0.03942,0.83623,0.01589,0.27,0,0.09
848,toxel,electric,poison,rattled,static,klutz,40,38,35,54,35,40,242,FALSE,FALSE,generation-viii,0,0,0,0,0,0
849,toxtricity-amped,electric,poison,punk-rock,plus,technician,75,98,70,114,70,75,502,FALSE,FALSE,generation-viii,0.02022,0.16847,0.00864,0,0.04,0.29
849,toxtricity-low-key,electric,poison,punk-rock,minus,technician,75,98,70,114,70,75,502,FALSE,FALSE,generation-viii,0,0,0,0,0,0.04
849,toxtricity-amped-gmax,electric,poison,punk-rock,plus,technician,75,98,70,114,70,75,502,FALSE,FALSE,generation-viii,0,0,0,0,0,0
849,toxtricity-low-key-gmax,electric,poison,punk-rock,minus,technician,75,98,70,114,70,75,502,FALSE,FALSE,generation-viii,0,0,0,0,0,0
850,sizzlipede,fire,bug,flash-fire,white-smoke,flame-body,50,65,45,50,50,45,305,FALSE,FALSE,generation-viii,0,0,0,0,0,0
851,centiskorch,fire,bug,flash-fire,white-smoke,flame-body,100,115,65,90,90,65,525,FALSE,FALSE,generation-viii,0.10337,0,0,0.04,0,0
851,centiskorch-gmax,fire,bug,flash-fire,white-smoke,flame-body,100,115,65,90,90,65,525,FALSE,FALSE,generation-viii,0,0,0,0,0,0
852,clobbopus,fighting,No_type,limber,No_ability,technician,50,68,60,50,50,32,310,FALSE,FALSE,generation-viii,0,0,0,0,0,0
853,grapploct,fighting,No_type,limber,No_ability,technician,80,118,90,70,80,42,480,FALSE,FALSE,generation-viii,0.00034,0,0,0,0,0
854,sinistea,ghost,No_type,weak-armor,No_ability,cursed-body,40,45,45,74,54,50,308,FALSE,FALSE,generation-viii,0,0,0,0,0,0
855,polteageist,ghost,No_type,weak-armor,No_ability,cursed-body,60,65,65,134,114,70,508,FALSE,FALSE,generation-viii,0.00076,0.01387,0.00246,0,0,0.05
856,hatenna,psychic,No_type,healer,anticipation,magic-bounce,42,30,45,56,53,39,265,FALSE,FALSE,generation-viii,0,0,0,0,0,0
857,hattrem,psychic,No_type,healer,anticipation,magic-bounce,57,40,65,86,73,49,370,FALSE,FALSE,generation-viii,0,0,0,0,0,0
858,hatterene,psychic,fairy,healer,anticipation,magic-bounce,57,90,95,136,103,29,510,FALSE,FALSE,generation-viii,0.28515,NA,NA,0.19,0.97,3.08
858,hatterene-gmax,psychic,fairy,healer,anticipation,magic-bounce,57,90,95,136,103,29,510,FALSE,FALSE,generation-viii,0,0,0,0,0,0
859,impidimp,dark,fairy,prankster,frisk,pickpocket,45,45,30,55,40,50,265,FALSE,FALSE,generation-viii,0,0,0,0,0,0
860,morgrem,dark,fairy,prankster,frisk,pickpocket,65,60,45,75,55,70,370,FALSE,FALSE,generation-viii,0,0,0,0,0,0
861,grimmsnarl,dark,fairy,prankster,frisk,pickpocket,95,120,65,95,75,60,510,FALSE,FALSE,generation-viii,NA,NA,NA,30.4,3.53,5.34
861,grimmsnarl-gmax,dark,fairy,prankster,frisk,pickpocket,95,120,65,95,75,60,510,FALSE,FALSE,generation-viii,0,0,0,0,0,0
862,obstagoon,dark,normal,reckless,guts,defiant,93,90,101,60,81,95,520,FALSE,FALSE,generation-viii,0.01258,0,0,0,0,0
863,perrserker,steel,No_type,battle-armor,tough-claws,steely-spirit,70,110,100,50,60,50,440,FALSE,FALSE,generation-viii,0.00952,0.11305,0.02694,0,0,0
864,cursola,ghost,No_type,weak-armor,No_ability,perish-body,60,95,50,145,130,30,510,FALSE,FALSE,generation-viii,0.00681,0,0,0,0,0
865,sirfetchd,fighting,No_type,steadfast,No_ability,scrappy,62,135,95,68,82,65,507,FALSE,FALSE,generation-viii,0,0,0,0,0,0
866,mr-rime,ice,psychic,tangled-feet,screen-cleaner,ice-body,80,85,75,110,100,70,520,FALSE,FALSE,generation-viii,0,0,0,0.08,0,0
867,runerigus,ground,ghost,wandering-spirit,No_ability,None,58,95,145,50,105,30,483,FALSE,FALSE,generation-viii,0.05966,0,0,0,0,0
868,milcery,fairy,No_type,sweet-veil,No_ability,aroma-veil,45,40,40,50,61,34,270,FALSE,FALSE,generation-viii,0,0,0,0,0,0
869,alcremie,fairy,No_type,sweet-veil,No_ability,aroma-veil,65,60,75,110,121,64,495,FALSE,FALSE,generation-viii,0.17496,0,0.1397,0,0,0
869,alcremie-gmax,fairy,No_type,sweet-veil,No_ability,aroma-veil,65,60,75,110,121,64,495,FALSE,FALSE,generation-viii,0,0,0,0,0,0
870,falinks,fighting,No_type,battle-armor,No_ability,defiant,65,100,100,70,60,75,470,FALSE,FALSE,generation-viii,0.00088,0.0018,0.00286,0,0,0
871,pincurchin,electric,No_type,lightning-rod,No_ability,electric-surge,48,101,95,91,85,15,435,FALSE,FALSE,generation-viii,0.03405,0.74133,0.05723,0,0,0
872,snom,ice,bug,shield-dust,No_ability,ice-scales,30,25,35,45,30,20,185,FALSE,FALSE,generation-viii,0,0,0,0,0,0
873,frosmoth,ice,bug,shield-dust,No_ability,ice-scales,70,65,60,125,90,65,475,FALSE,FALSE,generation-viii,0.04544,0.04684,0.03373,0,0,0.23
874,stonjourner,rock,No_type,power-spot,No_ability,None,100,125,135,20,20,70,470,FALSE,FALSE,generation-viii,0.00973,0.29701,0.01344,0,0,0.07
875,eiscue,ice,No_type,ice-face,No_ability,None,75,80,110,65,90,50,470,FALSE,FALSE,generation-viii,7.00E-05,0.01067,0.0026,0,0,0
875,eiscue-noice,ice,No_type,ice-face,No_ability,None,75,80,70,65,50,130,470,FALSE,FALSE,generation-viii,0,0,0,0,0,0
876,indeedee-male,psychic,normal,inner-focus,synchronize,psychic-surge,60,65,55,105,95,95,475,FALSE,FALSE,generation-viii,0.58247,0.69222,0.95508,0,0,8.91
876,indeedee-female,psychic,normal,own-tempo,synchronize,psychic-surge,70,55,65,95,105,85,475,FALSE,FALSE,generation-viii,NA,NA,NA,7.3,7.35,6.55
877,morpeko-full-belly,electric,dark,hunger-switch,No_ability,None,58,95,58,70,58,97,436,FALSE,FALSE,generation-viii,0,0,0,0,0,0
877,morpeko,electric,dark,hunger-switch,No_ability,None,58,95,58,70,58,97,436,FALSE,FALSE,generation-viii,0,0.00579,0.00121,0.04,0,0
878,cufant,steel,No_type,sheer-force,No_ability,heavy-metal,72,80,49,40,49,40,330,FALSE,FALSE,generation-viii,0,0,0,0,0,0
879,copperajah,steel,No_type,sheer-force,No_ability,heavy-metal,122,130,69,80,69,30,500,FALSE,FALSE,generation-viii,0.00014,0,0.0029,0.08,0,0
879,copperajah-gmax,steel,No_type,sheer-force,No_ability,heavy-metal,122,130,69,80,69,30,500,FALSE,FALSE,generation-viii,0,0,0,0,0,0
